Estimator,Mean_True_Q_V(d),Std_True_Q_V(d),Estimation_Error_Mean
Proximal,-2.1589779358250336,0.6839515243226018,0.8087971219275
SRA,-1.7333404352784665,0.33205513787533086,1.5609689772299
Oracle,-1.3797336864003669,0.1499491470948908,0.3527773735081666
