Estimator,Mean_True_Q_V(d),Std_True_Q_V(d),Estimation_Error_Mean
Proximal,4.0660012263761995,1.3528070386963402,1.8695977254926501
SRA,4.887404520319199,1.3852336474486553,1.0256276873680998
Oracle,5.377182391014549,0.02540492655796854,0.18132067755685002
