Estimator,Mean_True_Q_V(d),Std_True_Q_V(d),Estimation_Error_Mean
Proximal,3.9628506444438,1.7210071224152732,1.7973064740971665
SRA,4.966575205544334,0.7187453331097216,0.9160418141528001
Oracle,5.317838471198099,0.32881625560202454,0.17923345013096667
