Estimator,Mean_True_Q_V(d),Std_True_Q_V(d),Estimation_Error_Mean
Proximal,5.352531998365041,0.4709047809629641,1.4489216514686252
SRA,4.976337969660041,1.061150912176715,0.8152791572933751
Oracle,5.591095045504292,0.31900642607050966,0.21844689470729164
