Estimator,Mean_True_Q_V(d),Std_True_Q_V(d),Estimation_Error_Mean
Proximal,5.302559795506719,0.24331213618394731,1.3789803092402813
SRA,5.116710057566188,0.1868406315626115,0.41548334709437507
Oracle,5.433126009950188,0.15846104945728057,0.2517463925076563
