Estimator,Mean_True_Q_V(d),Std_True_Q_V(d),Estimation_Error_Mean
Proximal,5.1183426824863,1.26392809825158,0.7234215780300667
SRA,5.148900507295067,0.43713255030061654,0.7349250639588999
Oracle,5.6863780452507005,0.05117749498074655,0.22775319248890005
