Estimator,Mean_True_Q_V(d),Std_True_Q_V(d),Estimation_Error_Mean
Proximal,5.260668521974833,0.4709911281366789,0.5593472044572333
SRA,5.169504165734599,0.47901938155722296,0.7564873951861667
Oracle,5.532804685069532,0.36123548310977627,0.30441108430296665
