Estimator,Mean_True_Q_V(d),Std_True_Q_V(d),Estimation_Error_Mean
Proximal,5.054836696371467,0.958448306937331,0.6588991343161
SRA,5.148900507295067,0.43713255030061654,0.7349250639588999
Oracle,5.6863780452507005,0.05117749498074655,0.22775319248890005
