Estimator,Mean_True_Q_V(d),Std_True_Q_V(d),Estimation_Error_Mean
Proximal,5.0778732270947,1.0308513761499882,0.6446602929246
SRA,5.148900507295067,0.43713255030061654,0.7349250639588999
Oracle,5.6863780452507005,0.05117749498074655,0.22775319248890005
