Estimator,Mean_True_Q_V(d),Std_True_Q_V(d),Estimation_Error_Mean
Proximal,2.6568456896551726,2.693731742828923,16.520230103448277
SRA,5.016673586206896,0.6432760069928968,0.9871935172413792
Oracle,5.379999206896552,0.02131285125891842,0.2628826896551725
