Estimator,Mean_True_Q_V(d),Std_True_Q_V(d),Estimation_Error_Mean
Proximal,3.528417533333333,1.7373097010208962,16.678152066666666
SRA,5.0090674,0.716214260632836,1.0086275999999998
Oracle,5.306512333333334,0.4023864675812159,0.28689333333333344
