Repetition,Estimator,True_Perf,Train_Est
1,Proximal,-0.943861,-4.771284
1,SRA,0.054533,0.198928
1,Oracle,0.056139,0.058636
2,Proximal,-0.945272,-2.060793
2,SRA,0.052225,0.227969
2,Oracle,0.054728,0.013642
3,Proximal,-0.948055,-2.338355
3,SRA,0.047161,0.174286
3,Oracle,0.052333,-0.006023
4,Proximal,0.062556,-0.866971
4,SRA,0.057916,0.166964
4,Oracle,0.062556,0.039728
5,Proximal,-0.947431,-3.821559
5,SRA,0.054994,0.288126
5,Oracle,0.052569,0.107010
6,Proximal,-0.949156,-2.183607
6,SRA,0.050325,0.142370
6,Oracle,0.049770,-0.048469
7,Proximal,-1.775417,-5.045881
7,SRA,0.053709,0.311120
7,Oracle,0.056300,0.167430
8,Proximal,-0.952214,-4.633887
8,SRA,0.054430,0.254581
8,Oracle,0.047786,0.103759
9,Proximal,-0.462102,-4.455609
9,SRA,0.043811,0.368270
9,Oracle,0.047021,0.154553
10,Proximal,-1.549190,-5.669123
10,SRA,0.050187,0.275062
10,Oracle,0.052478,0.084372
11,Proximal,-0.655795,-4.565248
11,SRA,0.049032,0.347881
11,Oracle,0.052611,0.182915
12,Proximal,-0.430224,-4.547493
12,SRA,0.047237,0.223017
12,Oracle,0.049660,0.060475
13,Proximal,-0.964970,-2.474208
13,SRA,0.052870,0.306347
13,Oracle,0.048023,0.055519
14,Proximal,-0.945107,-2.213869
14,SRA,0.054196,0.267335
14,Oracle,0.055287,0.012538
15,Proximal,-0.683882,-2.188448
15,SRA,0.049841,0.164710
15,Oracle,0.051889,-0.098884
16,Proximal,-0.949245,-5.380193
16,SRA,0.045139,0.278298
16,Oracle,0.050755,0.085100
17,Proximal,-0.957853,-2.251601
17,SRA,0.051259,0.160217
17,Oracle,0.042147,0.013925
18,Proximal,0.051882,-1.157077
18,SRA,0.051216,0.224056
18,Oracle,0.051882,0.032644
19,Proximal,-0.952356,-4.696249
19,SRA,0.049670,0.320006
19,Oracle,0.047644,0.097741
20,Proximal,-0.640717,-2.998740
20,SRA,0.048974,0.205296
20,Oracle,0.057693,0.051799
21,Proximal,0.059321,-1.324656
21,SRA,0.056849,0.253712
21,Oracle,0.059321,0.065392
22,Proximal,0.050583,-1.752340
22,SRA,0.048513,0.323682
22,Oracle,0.050583,0.088931
23,Proximal,0.007245,-4.613695
23,SRA,0.058426,0.121956
23,Oracle,0.055038,-0.075442
24,Proximal,-0.948266,-2.201353
24,SRA,0.054718,0.204123
24,Oracle,0.051734,0.093319
25,Proximal,-0.945953,-4.761677
25,SRA,0.060739,0.237961
25,Oracle,0.054047,0.032920
26,Proximal,-0.953415,-2.365778
26,SRA,0.046358,0.239479
26,Oracle,0.047514,0.046264
