Repetition,Estimator,True_Perf,Est_Error
1,Proximal,4.616835097627,-1.808652260516
1,SRA,7.815223952620,2.105699308496
1,Oracle,7.815223952620,-0.003492285744

2,Proximal,4.612403355179,0.701557255337
2,SRA,7.804200736780,1.601423608792
2,Oracle,7.804200736780,-0.059686506643

3,Proximal,7.882240379315,3.228948624310
3,SRA,7.882240379315,2.295544218435
3,Oracle,7.882240379315,0.054807116010

4,Proximal,7.763565550077,1.382564968875
4,SRA,7.763565550077,1.679373317439
4,Oracle,7.763565550077,-0.817055879821

5,Proximal,4.642999477620,1.141102633192
5,SRA,7.861520002518,2.118317231063
5,Oracle,7.861520002518,0.475572072029

6,Proximal,7.791096473366,-0.307981557380
6,SRA,7.791096473366,1.561641044895
6,Oracle,7.791096473366,-0.224070148355

7,Proximal,4.643398468328,-0.912942014148
7,SRA,7.841628571200,2.367730984001
7,Oracle,7.841628571200,0.338519755936

8,Proximal,4.597778103371,-0.442905625666
8,SRA,7.751149909166,1.301829438084
8,Oracle,7.733939655619,-0.599328400730

9,Proximal,4.615978681699,-0.133391680879
9,SRA,7.797818975713,1.388924548327
9,Oracle,7.797818975713,-0.215161790026

10,Proximal,7.817877620892,-0.614182668480
10,SRA,7.817877620892,2.102803895218
10,Oracle,7.817877620892,0.087992264980

11,Proximal,7.820867056320,-2.812598599462
11,SRA,4.648906993683,0.205291486106
11,Oracle,7.820867056320,-0.050235230633

12,Proximal,1.530036971884,-1.293295403561
12,SRA,7.792526020982,1.744195365548
12,Oracle,7.792526020982,0.241559752799

13,Proximal,7.835837300620,1.403839975831
13,SRA,7.835837300620,2.645427604004
13,Oracle,7.835837300620,0.232864253907

14,Proximal,5.343387184300,0.269497069485
14,SRA,7.840705338027,1.205059223140
14,Oracle,7.840705338027,0.029814172123

15,Proximal,7.852691533162,2.472533596385
15,SRA,7.852691533162,1.150493391910
15,Oracle,7.852691533162,0.104738498521

16,Proximal,7.843278339590,-1.677289171554
16,SRA,7.843278339590,2.541105080024
16,Oracle,7.841930975295,0.330496936637

17,Proximal,7.854771558048,-1.982723627094
17,SRA,7.854771558048,1.525932987158
17,Oracle,7.854771558048,-0.196739459415

18,Proximal,7.877236124165,0.440182753628
18,SRA,7.877236124165,1.596105330192
18,Oracle,7.877236124165,-0.423389632279

19,Proximal,7.789170205186,0.933365049422
19,SRA,7.789170205186,2.502607889703
19,Oracle,7.789170205186,0.250473095751

20,Proximal,7.854165523628,0.477399374546
20,SRA,7.854165523628,2.282609357331
20,Oracle,7.854165523628,0.342579064612

21,Proximal,4.599827818240,-1.137223065743
21,SRA,7.817381971282,2.140640802386
21,Oracle,7.817381971282,-0.251121432930

22,Proximal,7.822019737717,0.497061761142
22,SRA,7.822019737717,1.685421934805
22,Oracle,7.822019737717,-0.430509355872

23,Proximal,7.857678641637,4.920773318799
23,SRA,7.857678641637,1.907891968989
23,Oracle,7.857678641637,-0.108931543097

24,Proximal,7.829958479711,-0.767279650374
24,SRA,7.815961894599,2.664827199048
24,Oracle,7.829958479711,0.477638804678

25,Proximal,4.634418439737,1.512199256052
25,SRA,7.855956319528,1.849240090649
25,Oracle,7.855956319528,0.468901279969

26,Proximal,4.644463554801,-0.753173724442
26,SRA,7.848655936989,1.908793084736
26,Oracle,7.848655936989,0.136588150664

27,Proximal,7.856521979973,-1.502973264599
27,SRA,7.856521979973,1.471529493520
27,Oracle,7.856521979973,-1.209815452551

28,Proximal,7.858672150122,-0.747892116715
28,SRA,7.858672150122,2.094057312355
28,Oracle,7.858672150122,-0.854716309331

29,Proximal,7.795941155442,-1.256265273791
29,SRA,7.795941155442,2.030606793801
29,Oracle,7.795941155442,-0.372963326429

30,Proximal,4.650484480430,0.245775804455
30,SRA,7.825006766789,1.620939129162
30,Oracle,7.825006766789,-0.241119854823

