Repetition,Estimator,True_Perf,Est_Error
1,Proximal,5.514762676989,-1.141721955004
1,SRA,5.053816594624,0.909290827892
1,Oracle,5.514762676989,0.017911389776

2,Proximal,5.502892840765,-2.662461235518
2,SRA,5.480479936537,1.617500299358
2,Oracle,5.492363374756,-0.067509211305

3,Proximal,5.550487016184,1.476010527216
3,SRA,5.050487016184,-0.340908775723
3,Oracle,5.446663595988,-0.488994910784

4,Proximal,5.440984584387,0.267982846998
4,SRA,5.425835167387,0.868368197038
4,Oracle,5.424133725638,-0.780856794105

5,Proximal,-0.174847135536,-1.571861862807
5,SRA,5.015786862980,-0.263329849242
5,Oracle,5.015786862980,-0.672855558268

6,Proximal,4.986841874148,-1.244122419968
6,SRA,4.986841874148,-0.467219145205
6,Oracle,4.986841874148,-0.791806767290

7,Proximal,0.112610918033,0.179427842329
7,SRA,5.042220249225,-0.880006041491
7,Oracle,5.493598035689,-0.630106190472

8,Proximal,4.968187480511,-1.916018720699
8,SRA,4.994470193810,-0.738562116502
8,Oracle,4.992614388102,-1.891591813108

9,Proximal,1.023788443612,-1.196719772386
9,SRA,4.975027680498,-1.055830275620
9,Oracle,4.975027680498,-1.096564574764

10,Proximal,5.496731993327,0.131790176733
10,SRA,5.437776172048,0.838348298326
10,Oracle,5.496731993327,0.124463568396

11,Proximal,1.461606786632,-1.511408030490
11,SRA,5.504611470325,1.195838615941
11,Oracle,5.504868668956,-0.456305781763

12,Proximal,5.033442681328,-3.877148088325
12,SRA,4.979913217381,-1.210236401996
12,Oracle,4.979913217381,-1.210236401996

13,Proximal,5.514477659617,0.374356990586
13,SRA,5.072087282671,-0.801763658801
13,Oracle,5.063489414985,-1.476723947296

14,Proximal,5.025968543553,-2.087592284474
14,SRA,5.034477977957,-0.778680068679
14,Oracle,5.149077587615,0.189573240349

15,Proximal,5.513556602329,-1.230831319871
15,SRA,5.026743014521,0.028382947008
15,Oracle,5.505505780820,-0.138286642608

16,Proximal,5.004516019663,-2.632438517592
16,SRA,5.028607666971,0.502181884244
16,Oracle,5.504516019663,-0.117032579090

17,Proximal,5.031736667754,-1.623003235783
17,SRA,5.486689660348,1.252272919017
17,Oracle,5.489463569734,0.025082600867

18,Proximal,5.062406765510,-0.748901248491
18,SRA,5.121902468937,-0.232433843984
18,Oracle,5.526411325611,-1.068249090559

19,Proximal,5.474013684566,0.751033729855
19,SRA,4.987819342272,-0.833118909472
19,Oracle,4.987819342272,-1.517464846010

20,Proximal,5.043877490391,-2.255843254846
20,SRA,5.044644634533,0.455376173185
20,Oracle,5.047427922912,-0.250512060001

21,Proximal,4.989279087981,-1.244767988144
21,SRA,5.470423034380,1.785038746028
21,Oracle,5.467464762462,-0.381247788811

22,Proximal,4.991652611956,-0.697988849353
22,SRA,5.476789141095,1.867837439456
22,Oracle,5.476789141095,-0.234622249724

23,Proximal,5.531363092827,2.008767828248
23,SRA,5.215599116154,-0.322843040706
23,Oracle,5.531363092827,-1.077505908894

24,Proximal,5.010223673560,-2.359687821187
24,SRA,5.024558896496,-0.123289652903
24,Oracle,5.133192142429,-0.397974566410

25,Proximal,5.480400884101,-1.389887536497
25,SRA,5.030556395572,-0.552908087224
25,Oracle,5.029719124604,-0.676559127314

26,Proximal,5.098993593293,-0.107979786620
26,SRA,5.416214746763,2.111496045282
26,Oracle,5.103686103492,-0.671671490650

27,Proximal,-0.174638701069,-0.777792868065
27,SRA,5.030332632316,0.625946022664
27,Oracle,5.501080104342,0.428359252537

28,Proximal,5.513602992644,0.023587160860
28,SRA,5.042264856961,-0.497921583607
28,Oracle,5.516604968065,-0.326942028634

29,Proximal,4.970787518969,-4.267142756094
29,SRA,4.970787518969,0.544421936922
29,Oracle,4.970787518969,0.088682819763

