Estimator,Mean_True_Q_V(d),Std_True_Q_V(d),Estimation_Error_Mean
Proximal,5.233668268226,0.4861853691320372,0.8603592458331001
SRA,4.9006612459692,0.2819086493831799,0.3520726713579
Oracle,5.5876517659499,0.2852006679953224,0.3530725719763
