Estimator,Mean_True_Q_V(d),Std_True_Q_V(d),Estimation_Error_Mean
Proximal,3.1519769596370666,2.0474446902779824,17.55629172422777
SRA,5.135102284887901,0.545804452483115,1.0812038129651331
Oracle,5.380457682717067,0.021113802824430095,0.30557759360659986
