Estimator,Mean_True_Q_V(d),Std_True_Q_V(d),Estimation_Error_Mean
Proximal,4.08777781058352,1.2690158957129682,1.52544817689464
SRA,5.0618110198074,0.5730207709347687,1.15168956449444
Oracle,5.37264356055852,0.03269869202217781,0.2035357237238
