Estimator,Mean_True_Q_V(d),Std_True_Q_V(d),Estimation_Error_Mean
Proximal,-0.5089604625626,0.5100340969611141,2.0499495750506003
SRA,0.05154378253213335,0.0038988155630031826,0.19207183369616668
Oracle,0.052189918664100006,0.004005613909331989,0.0485131916954
