iter,q_prev,q_new,sv_at_q_new,target,abs_sv_gap,q_shift,policy_flip_count,norm_factor,crossing_qs
1,0.03776464815033853,4.724334021365433,0.5009897137741368,0.5,0.0009897137741368134,4.686569373215094,0,1.001795771509409,4.7268889507
2,4.724334021365433,4.828198126817497,0.5017353707784219,0.5,0.0017353707784218964,0.10386410545206459,28,1.0023813148709098,4.8322211939
3,4.828198126817497,4.828198126817497,0.5011614908040061,0.5,0.0011614908040060712,0.0,4,1.0012281429469585,4.8308876844
