iter,q_prev,q_new,sv_at_q_new,target,abs_sv_gap,q_shift,policy_flip_count,norm_factor,crossing_qs
1,0.13825339375585893,4.697282814395165,0.5002683498746447,0.5,0.0002683498746447466,4.559029420639306,0,1.072436679560431,4.6974026925
2,4.697282814395165,4.69545135861562,0.5004848584517598,0.5,0.00048485845175982867,0.0018314557795449105,5,1.0732233088774417,4.6966596121
3,4.69545135861562,4.697282814395165,0.5003826465525086,0.5,0.00038264655250863644,0.0018314557795449105,5,1.0723925860095727,4.6974537444
4,4.697282814395165,4.67571099046484,0.5008015563577268,0.5,0.0008015563577268292,0.02157182393032464,17,1.071980111797207,4.6763960055
5,4.67571099046484,4.69545135861562,0.5002811987814348,0.5,0.0002811987814348438,0.01974036815077973,10,1.0727877574260076,4.6961518136
6,4.69545135861562,5.0881348147379235,0.5000061986536988,0.5,6.198653698774592e-06,0.3926834561223034,3395,0.9946870271370937,5.0883896856
