iter,q_grid,sv_hat,target
1,-18.348295899149665,0.9992104323153718,0.5
1,-18.15430351706818,0.998420858738367,0.5
1,-15.991656529896183,0.9976340038552978,0.5
1,-14.720237647397857,0.9968444647906335,0.5
1,-14.42027591542425,0.9960567979890667,0.5
1,-13.644029228676205,0.9952842504791263,0.5
1,-13.60159340424948,0.9944946768393718,0.5
1,-13.512791466249638,0.9937051036388652,0.5
1,-13.340313257481544,0.9937051036388652,0.5
1,-13.155355761124218,0.9937051036388652,0.5
1,-12.846581900759695,0.9929155303756091,0.5
1,-12.688154437501208,0.9921260571353905,0.5
1,-12.666699017260733,0.9913435880805523,0.5
1,-12.656229855275646,0.9913435880805523,0.5
1,-12.628817441610407,0.9913435880805523,0.5
1,-12.559428368595707,0.9905541166600754,0.5
1,-12.114403324453393,0.9897645539387706,0.5
1,-12.03221061040109,0.9897645539387706,0.5
1,-12.011813589550735,0.988990447224036,0.5
1,-11.580788560072182,0.9882012848458809,0.5
1,-11.483852695554116,0.9882012848458809,0.5
1,-11.365637784035872,0.9882012848458809,0.5
1,-11.307187733052208,0.9874460953489708,0.5
1,-11.284217505971933,0.9866565288626833,0.5
1,-11.214206836792718,0.9858706878894284,0.5
1,-11.172931638866936,0.9850811356473249,0.5
1,-11.164279190662459,0.9842915646430582,0.5
1,-10.973494016752044,0.9835028065612849,0.5
1,-10.945336385074254,0.9827305346480708,0.5
1,-10.934678602197955,0.9827305346480708,0.5
1,-10.762530379931851,0.9827305346480708,0.5
1,-10.761053941446908,0.981978862586155,0.5
1,-10.759647235772352,0.981978862586155,0.5
1,-10.70786472835956,0.9811987251850411,0.5
1,-10.665504389308783,0.9804172491443638,0.5
1,-10.642162583640193,0.9804172491443638,0.5
1,-10.610353114270051,0.9796375773460982,0.5
1,-10.602372749311314,0.9788570841541286,0.5
1,-10.465797487905593,0.9788570841541286,0.5
1,-10.347943008509919,0.9781206452118134,0.5
1,-10.31933678369155,0.9773377517179368,0.5
1,-10.286413830297043,0.9765848705946086,0.5
1,-10.255487209542622,0.9758404188280745,0.5
1,-10.184594146133259,0.9750508829008957,0.5
1,-10.069836837630625,0.9750508829008957,0.5
1,-10.049884270879407,0.9750508829008957,0.5
1,-10.042556983757445,0.9750508829008957,0.5
1,-10.037373900623972,0.9750508829008957,0.5
1,-10.034610897752492,0.9750508829008957,0.5
1,-9.895055943401676,0.9750508829008957,0.5
1,-9.890976428095655,0.9742634600074517,0.5
1,-9.85817426147034,0.9742634600074517,0.5
1,-9.826020028471364,0.9742634600074517,0.5
1,-9.823851880248503,0.9742634600074517,0.5
1,-9.716089351056283,0.9734896144570101,0.5
1,-9.613356795598325,0.9734896144570101,0.5
1,-9.586113516451542,0.9727002411143301,0.5
1,-9.502211224017234,0.9727002411143301,0.5
1,-9.492337513053963,0.9727002411143301,0.5
1,-9.481149498586307,0.9719114093016473,0.5
1,-9.458872620830947,0.9719114093016473,0.5
1,-9.400396490162834,0.9719114093016473,0.5
1,-9.394127888728427,0.9711711479607471,0.5
1,-9.305462676573534,0.9711711479607471,0.5
1,-9.26836178171079,0.9711711479607471,0.5
1,-9.243411015466462,0.9711711479607471,0.5
1,-9.240742344873242,0.9711711479607471,0.5
1,-9.193299115276256,0.9711711479607471,0.5
1,-9.169824768713852,0.9711711479607471,0.5
1,-9.133468112809187,0.9711711479607471,0.5
1,-9.110405726131317,0.9711711479607471,0.5
1,-9.093298751944557,0.9703892590897277,0.5
1,-9.039271686714235,0.9696027108644912,0.5
1,-9.028300660083882,0.9696027108644912,0.5
1,-9.014945892061712,0.9696027108644912,0.5
1,-8.99736642407406,0.9696027108644912,0.5
1,-8.985835037398125,0.9688132343612879,0.5
1,-8.960409308725371,0.9688132343612879,0.5
1,-8.878427273339318,0.9688132343612879,0.5
1,-8.8477668197321,0.9688132343612879,0.5
1,-8.825223785808488,0.9680236843781741,0.5
1,-8.82010774639407,0.9680236843781741,0.5
1,-8.819303925450088,0.9672663954014667,0.5
1,-8.814878971654041,0.9672663954014667,0.5
1,-8.800357099172377,0.9672663954014667,0.5
1,-8.778417834079665,0.9672663954014667,0.5
1,-8.774858238853888,0.9664772849173218,0.5
1,-8.761462641710045,0.9664772849173218,0.5
1,-8.747582069632546,0.9664772849173218,0.5
1,-8.737437178392684,0.9664772849173218,0.5
1,-8.72934179148922,0.9664772849173218,0.5
1,-8.622318324551765,0.9664772849173218,0.5
1,-8.608992971721328,0.9656879957220027,0.5
1,-8.601777128666436,0.9648984783687381,0.5
1,-8.583127983636773,0.9641089877468499,0.5
1,-8.573754348592532,0.9633202292885782,0.5
1,-8.568615072968498,0.9633202292885782,0.5
1,-8.518271283983799,0.9633202292885782,0.5
1,-8.513643425928002,0.9625336793690995,0.5
1,-8.488688668464464,0.9625336793690995,0.5
1,-8.485095409869528,0.9625336793690995,0.5
1,-8.43218887807997,0.9625336793690995,0.5
1,-8.410200313460539,0.9625336793690995,0.5
1,-8.40681977380914,0.9625336793690995,0.5
1,-8.394981702199328,0.9625336793690995,0.5
1,-8.385671976916447,0.9625336793690995,0.5
1,-8.358578192936383,0.9625336793690995,0.5
1,-8.355360242440204,0.9625336793690995,0.5
1,-8.329885580831693,0.9625336793690995,0.5
1,-8.282230916381977,0.9625336793690995,0.5
1,-8.24106193750698,0.9625336793690995,0.5
1,-8.2358069680869,0.9625336793690995,0.5
1,-8.231162487943902,0.9625336793690995,0.5
1,-8.21936009982174,0.9625336793690995,0.5
1,-8.217967188751423,0.9625336793690995,0.5
1,-8.210956806551758,0.9625336793690995,0.5
1,-8.149447053574274,0.9617568104121307,0.5
1,-8.129658079769941,0.9617568104121307,0.5
1,-8.11713429738455,0.9617568104121307,0.5
1,-8.05597945590502,0.9617568104121307,0.5
1,-8.029407299680232,0.9609676564424366,0.5
1,-8.005006155243176,0.9609676564424366,0.5
1,-7.995677618300866,0.9609676564424366,0.5
1,-7.99164280990143,0.9609676564424366,0.5
1,-7.98005188168756,0.9609676564424366,0.5
1,-7.967788881306716,0.9609676564424366,0.5
1,-7.930047818723709,0.9609676564424366,0.5
1,-7.924058576430143,0.9609676564424366,0.5
1,-7.908601620328165,0.9609676564424366,0.5
1,-7.894266979781329,0.9602001239520696,0.5
1,-7.891488931831321,0.9602001239520696,0.5
1,-7.874946283112321,0.9602001239520696,0.5
1,-7.8705495800435905,0.9602001239520696,0.5
1,-7.86071715268809,0.9602001239520696,0.5
1,-7.851786418546441,0.9602001239520696,0.5
1,-7.850737709338791,0.9594141165038339,0.5
1,-7.839524237693227,0.9594141165038339,0.5
1,-7.82198258079332,0.9594141165038339,0.5
1,-7.816863150067494,0.958677721674565,0.5
1,-7.800964745607077,0.958677721674565,0.5
1,-7.791921411395849,0.958677721674565,0.5
1,-7.7696575036202775,0.958677721674565,0.5
1,-7.7333244984991385,0.958677721674565,0.5
1,-7.709739607589527,0.958677721674565,0.5
1,-7.691793938700056,0.958677721674565,0.5
1,-7.684130718068334,0.9578935832264418,0.5
1,-7.675286174680246,0.9578935832264418,0.5
1,-7.6678175690203405,0.9578935832264418,0.5
1,-7.663067873893444,0.9578935832264418,0.5
1,-7.653884745703683,0.9578935832264418,0.5
1,-7.6513066513864425,0.9571616259311647,0.5
1,-7.650027362417302,0.9571616259311647,0.5
1,-7.644335931644033,0.9563790450563434,0.5
1,-7.619029920735616,0.9563790450563434,0.5
1,-7.561318183515761,0.9563790450563434,0.5
1,-7.55812152463693,0.9563790450563434,0.5
1,-7.548843205813793,0.9555894888610083,0.5
