Repetition,Estimator,True_Perf,Est_Error
1,Proximal,5.709799358629,0.812436277464
1,SRA,4.757833094463,0.154960478490
1,Oracle,5.709799358629,0.353175310516

2,Proximal,5.707555457326,0.102837755835
2,SRA,5.707555457326,1.247857981344
2,Oracle,5.707555457326,-0.034479917647

3,Proximal,5.754680453335,0.727897700945
3,SRA,5.754480441392,1.938026608757
3,Oracle,5.754680453335,0.556333699701

4,Proximal,4.703739188998,-0.962680836660
4,SRA,0.333451364279,0.093560000018
4,Oracle,5.652940606220,-0.193766614030

5,Proximal,5.718323442959,0.221733581592
5,SRA,5.718323442959,1.661530339382
5,Oracle,5.718323442959,0.275604514924

6,Proximal,5.694552857378,-0.360696487279
6,SRA,5.694552857378,1.332381783887
6,Oracle,5.694552857378,-0.208008053734

7,Proximal,4.771654370083,-1.041265640497
7,SRA,4.771654370083,0.589193758777
7,Oracle,4.771654370083,-0.178481331944

8,Proximal,5.655620844328,0.285953346261
8,SRA,5.655620844328,1.143113456435
8,Oracle,4.713749959893,-0.171830250671

9,Proximal,4.730183423288,-0.632985563936
9,SRA,5.674345006950,1.108854174600
9,Oracle,4.733451789058,-0.432479934241

10,Proximal,5.697510508860,0.780405779533
10,SRA,4.749501645449,0.237906656563
10,Oracle,5.697510508860,0.210994768403

11,Proximal,4.757217055546,1.791846349701
11,SRA,4.757217055546,0.096859918956
11,Oracle,5.707888687861,0.160814679587

12,Proximal,4.724413485694,-2.207132729317
12,SRA,4.724413485694,0.149966242611
12,Oracle,4.967110224174,-0.064892941134

13,Proximal,4.764251680669,0.082262932049
13,SRA,4.764251680669,0.083201221156
13,Oracle,5.727839187917,0.375573802771

14,Proximal,4.757289579715,-0.754642054053
14,SRA,5.722642714278,0.640859494204
14,Oracle,5.722642714278,-0.438331489625

15,Proximal,5.728075712543,-0.166156373954
15,SRA,4.760893058328,0.863531939677
15,Oracle,5.732258105473,-0.108541604707

16,Proximal,4.762053892568,-0.364129422651
16,SRA,4.759374523867,-0.322314892172
16,Oracle,5.704542068258,0.037563037461

17,Proximal,5.727537568226,1.304964576556
17,SRA,5.727537568226,1.337478940672
17,Oracle,5.727537568226,-0.108158024983

18,Proximal,5.744151441565,0.745509791989
18,SRA,5.729703310231,1.374047530847
18,Oracle,5.744151441565,0.095335810304

19,Proximal,5.700703502012,1.371034829580
19,SRA,4.735219046110,0.343326412711
19,Oracle,5.700703502012,0.155141303844

20,Proximal,4.760313618853,-2.582601666262
20,SRA,5.738738120330,2.012315657431
20,Oracle,5.738738120330,0.138641136823

21,Proximal,5.694592767975,-0.183359353548
21,SRA,4.727997904902,0.258448070446
21,Oracle,5.694592767975,-0.221617332697

22,Proximal,5.700492246613,-1.212184612743
22,SRA,4.736971426428,0.331230440982
22,Oracle,5.701510323874,-0.142864534660

23,Proximal,5.733081939530,-0.226375975988
23,SRA,4.853875005915,0.777232601035
23,Oracle,5.733081939530,-0.227970251409

24,Proximal,5.716821705253,1.583620367906
24,SRA,5.716821705253,1.943767489571
24,Oracle,5.716821705253,0.346898050651

25,Proximal,5.724529033761,-0.654523278792
25,SRA,4.747089189281,0.209699659058
25,Oracle,5.724529033761,0.539252927275

26,Proximal,5.731620531759,-0.858388734572
26,SRA,4.765357596369,0.261472750528
26,Oracle,5.731759889570,0.209404837877

27,Proximal,5.735707430543,-1.521833009247
27,SRA,5.736052698546,1.010512953200
27,Oracle,5.736052698546,-0.742005903913

28,Proximal,5.735576184359,-1.454070276745
28,SRA,4.765020887886,0.056238444448
28,Oracle,5.735576184359,-0.195682006163

29,Proximal,-2.580822930290,-0.486561688982
29,SRA,5.671441492136,1.551933646712
29,Oracle,5.671441492136,-0.132050982929

30,Proximal,5.717833276764,1.694441146142
30,SRA,5.538428402839,1.169199295841
30,Oracle,5.717833276764,-0.245924964926

