Estimator,Mean_True_Q_V(d),Std_True_Q_V(d),Estimation_Error_Mean
Proximal,5.2675542781113665,0.4639687254381018,0.9383187114774668
SRA,5.1032417865558,0.4276505721676671,0.6165870859574
Oracle,5.596686935560433,0.2600454381568353,0.2632232519938667
