Repetition,Estimator,True_Perf,Train_Est
1,Proximal,5.067149388749,7.725906785893
1,SRA,5.372035165814,3.949768042735
1,Oracle,5.372035165814,5.011715627186

2,Proximal,3.547769296709,6.148938704609
2,SRA,5.347769296709,4.296886331386
2,Oracle,5.347769296709,5.206791613732

3,Proximal,2.393556138768,4.891600323762
3,SRA,3.596716447414,4.167011087212
3,Oracle,5.393556138768,5.589295772079

4,Proximal,4.984167960036,7.691151384693
4,SRA,5.396335883252,4.093988809619
4,Oracle,5.396335883252,5.599257625623

5,Proximal,5.103978000840,7.837175488800
5,SRA,5.411466085551,4.074460222840
5,Oracle,5.411365490145,5.104964428852

6,Proximal,3.591325808694,6.150109629343
6,SRA,5.207443987231,4.283098058797
6,Oracle,5.391252760990,5.781785149015

7,Proximal,4.990511521549,6.264483865614
7,SRA,5.376566924467,3.835086863962
7,Oracle,5.376566924467,5.286735473766

8,Proximal,3.606804912055,5.611650431814
8,SRA,3.606804912055,3.635715110619
8,Oracle,5.406804912055,5.432897050901

9,Proximal,5.399248756962,5.289882845791
9,SRA,5.399248756962,4.569534122216
9,Oracle,5.399248756962,5.712706281970

10,Proximal,4.659610597136,6.707720538267
10,SRA,5.387848478113,4.372744118597
10,Oracle,5.387848478113,5.560416392223

11,Proximal,3.587619276906,6.035064723247
11,SRA,5.387619276906,3.960222811427
11,Oracle,5.387619276906,5.346299815132

12,Proximal,2.564749289515,5.016282806836
12,SRA,5.313418241973,4.656151005360
12,Oracle,5.313418241973,5.738927093073

13,Proximal,2.625236871801,5.175898776215
13,SRA,5.392770502228,4.255093425207
13,Oracle,5.392770502228,5.613400668989

14,Proximal,5.402206920848,5.703087686297
14,SRA,5.402206920848,4.386093682850
14,Oracle,5.401942641557,5.529005168082

15,Proximal,5.363888575308,7.060006213261
15,SRA,5.363888575308,4.465900104563
15,Oracle,5.363888575308,5.455468750381

16,Proximal,2.391432051417,4.385340984850
16,SRA,2.917365701633,3.643564031024
16,Oracle,5.391432051417,5.184077123926

17,Proximal,2.332877219105,5.284587663742
17,SRA,5.324848692361,4.533055157343
17,Oracle,5.332064703128,5.321374174502

18,Proximal,4.842160559872,6.742953179703
18,SRA,5.354632129358,4.372894197933
18,Oracle,5.354632129358,5.706006617575

19,Proximal,3.556301685886,6.528957952311
19,SRA,5.356301685886,4.084586482216
19,Oracle,5.356301685886,5.271682370533

20,Proximal,4.074119450755,5.928434670787
20,SRA,5.364941175215,4.133391188166
20,Oracle,5.366535963305,5.393813951822

21,Proximal,3.484712312254,6.859707959973
21,SRA,5.360554374574,3.243063947196
21,Oracle,5.360554374574,5.005271582824

22,Proximal,5.399746914560,6.758098998361
22,SRA,5.399746914560,3.965228628109
22,Oracle,5.399746914560,5.776998636893

23,Proximal,3.577012426252,5.650479903313
23,SRA,5.371943536445,4.335138782649
23,Oracle,5.377012426252,5.682271412483

24,Proximal,5.107515286368,5.582686118194
24,SRA,4.000956977025,4.039979177030
24,Oracle,5.390222900618,5.453247185712

25,Proximal,2.403953538661,3.226431064897
25,SRA,3.777113640644,3.813399012373
25,Oracle,5.403953538661,5.202578072743

26,Proximal,5.373240883455,7.295659655696
26,SRA,5.373240883455,4.589440934735
26,Oracle,5.373240883455,5.318506170276

27,Proximal,2.377826304433,4.401440222891
27,SRA,5.377826304433,4.479631085702
27,Oracle,5.377826304433,5.404200323660

28,Proximal,3.589565442479,5.266737028468
28,SRA,5.389565442479,4.452815954204
28,Oracle,5.389565442479,5.782339551998

29,Proximal,3.408999487124,6.448236364458
29,SRA,5.328310361861,4.366448090573
29,Oracle,5.328310361861,5.652679062634

30,Proximal,5.400158537041,5.896475881416
30,SRA,5.386952542476,4.202287734436
30,Oracle,5.400158537041,5.571113221546

